# PCRE2 conformance known-failures — regenerated by `go run ./cmd/pcre2-bless`.
# Format: <ID>  # <bucket>: <reason>
# Each line is one (pattern, subject) outcome currently failing.
# Removing an ID and re-running the test will require the engine to PASS it.

testinput1:37  # MATCH_MISMATCH: got matched=false, want true
testinput1:5358  # PARSE_ERROR: Parse("(?<![cd])[ab]"): parse "(?<![cd])[ab]": syntax error at col 2: unexpected token near "?"
testinput1:5364  # PARSE_ERROR: Parse("(?<!(c|d))[ab]"): parse "(?<!(c|d))[ab]": syntax error at col 2: unexpected token near "?"
testinput1:5368  # PARSE_ERROR: Parse("(?<!cd)[ab]"): parse "(?<!cd)[ab]": syntax error at col 2: unexpected token near "?"
testinput1:5374  # PARSE_ERROR: Parse("^(?:a?b?)*$"): parse "^(?:a?b?)*$": syntax error at col 3: unexpected token near "?"
testinput1:5376  # PARSE_ERROR: Parse("^(?:a?b?)*$"): parse "^(?:a?b?)*$": syntax error at col 3: unexpected token near "?"
testinput1:5378  # PARSE_ERROR: Parse("^(?:a?b?)*$"): parse "^(?:a?b?)*$": syntax error at col 3: unexpected token near "?"
testinput1:5381  # PARSE_ERROR: Parse("^(?:a?b?)*$"): parse "^(?:a?b?)*$": syntax error at col 3: unexpected token near "?"
testinput1:5383  # PARSE_ERROR: Parse("^(?:a?b?)*$"): parse "^(?:a?b?)*$": syntax error at col 3: unexpected token near "?"
testinput1:5385  # PARSE_ERROR: Parse("^(?:a?b?)*$"): parse "^(?:a?b?)*$": syntax error at col 3: unexpected token near "?"
testinput1:5389  # PARSE_ERROR: Parse("((?s)^a(.))((?m)^b$)"): parse "((?s)^a(.))((?m)^b$)": syntax error at col 3: unexpected token near "?"
testinput1:5396  # PARSE_ERROR: Parse("((?m)^b$)"): parse "((?m)^b$)": syntax error at col 3: unexpected token near "?"
testinput1:5401  # PARSE_ERROR: Parse("(?m)^b"): parse "(?m)^b": syntax error at col 2: unexpected token near "?"
testinput1:5405  # PARSE_ERROR: Parse("(?m)^(b)"): parse "(?m)^(b)": syntax error at col 2: unexpected token near "?"
testinput1:5410  # PARSE_ERROR: Parse("((?m)^b)"): parse "((?m)^b)": syntax error at col 3: unexpected token near "?"
testinput1:5415  # PARSE_ERROR: Parse("\\n((?m)^b)"): parse "\\n((?m)^b)": syntax error at col 5: unexpected token near "?"
testinput1:5420  # PARSE_ERROR: Parse("((?s).)c(?!.)"): parse "((?s).)c(?!.)": syntax error at col 3: unexpected token near "?"
testinput1:5423  # PARSE_ERROR: Parse("((?s).)c(?!.)"): parse "((?s).)c(?!.)": syntax error at col 3: unexpected token near "?"
testinput1:5428  # PARSE_ERROR: Parse("((?s)b.)c(?!.)"): parse "((?s)b.)c(?!.)": syntax error at col 3: unexpected token near "?"
testinput1:5431  # PARSE_ERROR: Parse("((?s)b.)c(?!.)"): parse "((?s)b.)c(?!.)": syntax error at col 3: unexpected token near "?"
testinput1:5439  # PARSE_ERROR: Parse("()^b"): parse "()^b": syntax error at col 2: unexpected token near ")"
testinput1:5441  # PARSE_ERROR: Parse("()^b"): parse "()^b": syntax error at col 2: unexpected token near ")"
testinput1:5445  # PARSE_ERROR: Parse("((?m)^b)"): parse "((?m)^b)": syntax error at col 3: unexpected token near "?"
testinput1:5451  # PARSE_ERROR: Parse("(x)?(?(1)a|b)"): parse "(x)?(?(1)a|b)": syntax error at col 6: unexpected token near "?"
testinput1:5453  # PARSE_ERROR: Parse("(x)?(?(1)a|b)"): parse "(x)?(?(1)a|b)": syntax error at col 6: unexpected token near "?"
testinput1:5457  # PARSE_ERROR: Parse("(x)?(?(1)b|a)"): parse "(x)?(?(1)b|a)": syntax error at col 6: unexpected token near "?"
testinput1:5461  # PARSE_ERROR: Parse("()?(?(1)b|a)"): parse "()?(?(1)b|a)": syntax error at col 2: unexpected token near ")"
testinput1:5467  # PARSE_ERROR: Parse("()?(?(1)a|b)"): parse "()?(?(1)a|b)": syntax error at col 2: unexpected token near ")"
testinput1:5472  # PARSE_ERROR: Parse("^(\\()?blah(?(1)(\\)))$"): parse "^(\\()?blah(?(1)(\\)))$": syntax error at col 5: unexpected token near ")"
testinput1:5476  # PARSE_ERROR: Parse("^(\\()?blah(?(1)(\\)))$"): parse "^(\\()?blah(?(1)(\\)))$": syntax error at col 5: unexpected token near ")"
testinput1:5479  # PARSE_ERROR: Parse("^(\\()?blah(?(1)(\\)))$"): parse "^(\\()?blah(?(1)(\\)))$": syntax error at col 5: unexpected token near ")"
testinput1:5481  # PARSE_ERROR: Parse("^(\\()?blah(?(1)(\\)))$"): parse "^(\\()?blah(?(1)(\\)))$": syntax error at col 5: unexpected token near ")"
testinput1:5483  # PARSE_ERROR: Parse("^(\\()?blah(?(1)(\\)))$"): parse "^(\\()?blah(?(1)(\\)))$": syntax error at col 5: unexpected token near ")"
testinput1:5487  # PARSE_ERROR: Parse("^(\\(+)?blah(?(1)(\\)))$"): parse "^(\\(+)?blah(?(1)(\\)))$": syntax error at col 5: unexpected token near "+"
testinput1:5491  # PARSE_ERROR: Parse("^(\\(+)?blah(?(1)(\\)))$"): parse "^(\\(+)?blah(?(1)(\\)))$": syntax error at col 5: unexpected token near "+"
testinput1:5494  # PARSE_ERROR: Parse("^(\\(+)?blah(?(1)(\\)))$"): parse "^(\\(+)?blah(?(1)(\\)))$": syntax error at col 5: unexpected token near "+"
testinput1:5496  # PARSE_ERROR: Parse("^(\\(+)?blah(?(1)(\\)))$"): parse "^(\\(+)?blah(?(1)(\\)))$": syntax error at col 5: unexpected token near "+"
testinput1:5502  # PARSE_ERROR: Parse("(?(?!a)b|a)"): parse "(?(?!a)b|a)": syntax error at col 2: unexpected token near "?"
testinput1:5507  # PARSE_ERROR: Parse("(?(?=a)b|a)"): parse "(?(?=a)b|a)": syntax error at col 2: unexpected token near "?"
testinput1:5509  # PARSE_ERROR: Parse("(?(?=a)b|a)"): parse "(?(?=a)b|a)": syntax error at col 2: unexpected token near "?"
testinput1:5513  # PARSE_ERROR: Parse("(?(?=a)a|b)"): parse "(?(?=a)a|b)": syntax error at col 2: unexpected token near "?"
testinput1:5517  # PARSE_ERROR: Parse("(?=(a+?))(\\1ab)"): parse "(?=(a+?))(\\1ab)": syntax error at col 2: unexpected token near "?"
testinput1:5525  # MATCH_MISMATCH: got matched=false, want true
testinput1:5530  # PARSE_ERROR: Parse("$(?<=^(a))"): parse "$(?<=^(a))": syntax error at col 3: unexpected token near "?"
testinput1:5535  # PARSE_ERROR: Parse("(?=(a+?))(\\1ab)"): parse "(?=(a+?))(\\1ab)": syntax error at col 2: unexpected token near "?"
testinput1:5542  # PARSE_ERROR: Parse("^(?=(a+?))\\1ab"): parse "^(?=(a+?))\\1ab": syntax error at col 3: unexpected token near "?"
testinput1:5544  # PARSE_ERROR: Parse("^(?=(a+?))\\1ab"): parse "^(?=(a+?))\\1ab": syntax error at col 3: unexpected token near "?"
testinput1:5548  # MATCH_MISMATCH: got matched=false, want true
testinput1:5552  # MATCH_MISMATCH: got matched=false, want true
testinput1:5558  # MATCH_MISMATCH: got matched=false, want true
testinput1:5568  # MATCH_MISMATCH: got matched=false, want true
testinput1:5572  # MATCH_MISMATCH: got matched=false, want true
testinput1:5583  # MATCH_MISMATCH: got matched=false, want true
testinput1:5590  # PARSE_ERROR: Parse("(?>a+)b"): parse "(?>a+)b": syntax error at col 2: unexpected token near "?"
testinput1:5609  # PARSE_ERROR: Parse("((?>a+)b)"): parse "((?>a+)b)": syntax error at col 3: unexpected token near "?"
testinput1:5614  # PARSE_ERROR: Parse("(?>(a+))b"): parse "(?>(a+))b": syntax error at col 2: unexpected token near "?"
testinput1:5619  # PARSE_ERROR: Parse("((?>[^()]+)|\\([^()]*\\))+"): parse "((?>[^()]+)|\\([^()]*\\))+": syntax error at col 3: unexpected token near "?"
testinput1:5631  # MATCH_MISMATCH: got matched=false, want true
testinput1:5637  # MATCH_MISMATCH: got matched=false, want true
testinput1:5641  # MATCH_MISMATCH: got matched=false, want true
testinput1:5645  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5648  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5651  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5654  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5657  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5660  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5663  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5666  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5669  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5675  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5677  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5679  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5681  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5683  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5685  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5687  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5689  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5691  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5693  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5695  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5697  # PARSE_ERROR: Parse("^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$"): parse "^(?>(?(1)\\.|())[^\\W_](?>[a-z0-9-]*[^\\W_])?)+$": syntax error at col 3: unexpected token nea…
testinput1:5701  # PARSE_ERROR: Parse("(?>.*)(?<=(abcd|wxyz))"): parse "(?>.*)(?<=(abcd|wxyz))": syntax error at col 2: unexpected token near "?"
testinput1:5704  # PARSE_ERROR: Parse("(?>.*)(?<=(abcd|wxyz))"): parse "(?>.*)(?<=(abcd|wxyz))": syntax error at col 2: unexpected token near "?"
testinput1:5708  # PARSE_ERROR: Parse("(?>.*)(?<=(abcd|wxyz))"): parse "(?>.*)(?<=(abcd|wxyz))": syntax error at col 2: unexpected token near "?"
testinput1:5712  # PARSE_ERROR: Parse("word (?>(?:(?!otherword)[a-zA-Z0-9]+ ){0,30})otherword"): parse "word (?>(?:(?!otherword)[a-zA-Z0-9]+ ){0,30})otherword": syntax error at col 7: unexpect…
testinput1:5715  # PARSE_ERROR: Parse("word (?>(?:(?!otherword)[a-zA-Z0-9]+ ){0,30})otherword"): parse "word (?>(?:(?!otherword)[a-zA-Z0-9]+ ){0,30})otherword": syntax error at col 7: unexpect…
testinput1:5720  # PARSE_ERROR: Parse("word (?>[a-zA-Z0-9]+ ){0,30}otherword"): parse "word (?>[a-zA-Z0-9]+ ){0,30}otherword": syntax error at col 7: unexpected token near "?"
testinput1:5724  # PARSE_ERROR: Parse("(?<=\\d{3}(?!999))foo"): parse "(?<=\\d{3}(?!999))foo": syntax error at col 2: unexpected token near "?"
testinput1:5726  # PARSE_ERROR: Parse("(?<=\\d{3}(?!999))foo"): parse "(?<=\\d{3}(?!999))foo": syntax error at col 2: unexpected token near "?"
testinput1:5729  # PARSE_ERROR: Parse("(?<=\\d{3}(?!999))foo"): parse "(?<=\\d{3}(?!999))foo": syntax error at col 2: unexpected token near "?"
testinput1:5733  # PARSE_ERROR: Parse("(?<=(?!...999)\\d{3})foo"): parse "(?<=(?!...999)\\d{3})foo": syntax error at col 2: unexpected token near "?"
testinput1:5735  # PARSE_ERROR: Parse("(?<=(?!...999)\\d{3})foo"): parse "(?<=(?!...999)\\d{3})foo": syntax error at col 2: unexpected token near "?"
testinput1:5738  # PARSE_ERROR: Parse("(?<=(?!...999)\\d{3})foo"): parse "(?<=(?!...999)\\d{3})foo": syntax error at col 2: unexpected token near "?"
testinput1:5742  # PARSE_ERROR: Parse("(?<=\\d{3}(?!999)...)foo"): parse "(?<=\\d{3}(?!999)...)foo": syntax error at col 2: unexpected token near "?"
testinput1:5744  # PARSE_ERROR: Parse("(?<=\\d{3}(?!999)...)foo"): parse "(?<=\\d{3}(?!999)...)foo": syntax error at col 2: unexpected token near "?"
testinput1:5747  # PARSE_ERROR: Parse("(?<=\\d{3}(?!999)...)foo"): parse "(?<=\\d{3}(?!999)...)foo": syntax error at col 2: unexpected token near "?"
testinput1:5817  # PARSE_ERROR: Parse("(Z()|A)*"): parse "(Z()|A)*": syntax error at col 4: unexpected token near ")"
testinput1:5823  # PARSE_ERROR: Parse("(Z(())|A)*"): parse "(Z(())|A)*": syntax error at col 5: unexpected token near ")"
testinput1:5830  # PARSE_ERROR: Parse("((?>Z)+|A)*"): parse "((?>Z)+|A)*": syntax error at col 3: unexpected token near "?"
testinput1:5835  # PARSE_ERROR: Parse("((?>)+|A)*"): parse "((?>)+|A)*": syntax error at col 3: unexpected token near "?"
testinput1:5849  # PARSE_ERROR: Parse("[[:space:]]+"): parse "[[:space:]]+": syntax error at col 11: unexpected token near "]"
testinput1:5853  # PARSE_ERROR: Parse("[[:blank:]]+"): parse "[[:blank:]]+": syntax error at col 11: unexpected token near "]"
testinput1:5857  # MATCH_MISMATCH: got matched=false, want true
testinput1:5861  # MATCH_MISMATCH: got matched=false, want true
testinput1:5878  # MATCH_MISMATCH: got matched=false, want true
testinput1:5882  # PARSE_ERROR: Parse("abc\\Q(*+|\\Eabc"): parse "abc\\Q(*+|\\Eabc": syntax error at col 7: unexpected token near "*"
testinput1:5918  # MATCH_MISMATCH: got matched=false, want true
testinput1:5922  # MATCH_MISMATCH: got matched=false, want true
testinput1:5926  # MATCH_MISMATCH: got matched=false, want true
testinput1:5944  # PARSE_ERROR: Parse("a(?x: b c )d"): parse "a(?x: b c )d": syntax error at col 3: unexpected token near "?"
testinput1:5947  # PARSE_ERROR: Parse("a(?x: b c )d"): parse "a(?x: b c )d": syntax error at col 3: unexpected token near "?"
testinput1:5951  # PARSE_ERROR: Parse("((?x)x y z | a b c)"): parse "((?x)x y z | a b c)": syntax error at col 3: unexpected token near "?"
testinput1:5954  # PARSE_ERROR: Parse("((?x)x y z | a b c)"): parse "((?x)x y z | a b c)": syntax error at col 3: unexpected token near "?"
testinput1:5959  # PARSE_ERROR: Parse("(?i)AB(?-i)C"): parse "(?i)AB(?-i)C": syntax error at col 2: unexpected token near "?"
testinput1:5962  # PARSE_ERROR: Parse("(?i)AB(?-i)C"): parse "(?i)AB(?-i)C": syntax error at col 2: unexpected token near "?"
testinput1:5966  # PARSE_ERROR: Parse("((?i)AB(?-i)C|D)E"): parse "((?i)AB(?-i)C|D)E": syntax error at col 3: unexpected token near "?"
testinput1:5969  # PARSE_ERROR: Parse("((?i)AB(?-i)C|D)E"): parse "((?i)AB(?-i)C|D)E": syntax error at col 3: unexpected token near "?"
testinput1:5973  # PARSE_ERROR: Parse("((?i)AB(?-i)C|D)E"): parse "((?i)AB(?-i)C|D)E": syntax error at col 3: unexpected token near "?"
testinput1:5975  # PARSE_ERROR: Parse("((?i)AB(?-i)C|D)E"): parse "((?i)AB(?-i)C|D)E": syntax error at col 3: unexpected token near "?"
testinput1:5977  # PARSE_ERROR: Parse("((?i)AB(?-i)C|D)E"): parse "((?i)AB(?-i)C|D)E": syntax error at col 3: unexpected token near "?"
testinput1:5979  # PARSE_ERROR: Parse("((?i)AB(?-i)C|D)E"): parse "((?i)AB(?-i)C|D)E": syntax error at col 3: unexpected token near "?"
testinput1:5983  # MATCH_MISMATCH: got matched=false, want true
testinput1:5986  # MATCH_MISMATCH: got matched=false, want true
testinput1:6058  # PARSE_ERROR: Parse("[z\\Qa-d]\\E]"): parse "[z\\Qa-d]\\E]": syntax error at col 11: unexpected token near "]"
testinput1:6060  # PARSE_ERROR: Parse("[z\\Qa-d]\\E]"): parse "[z\\Qa-d]\\E]": syntax error at col 11: unexpected token near "]"
testinput1:6062  # PARSE_ERROR: Parse("[z\\Qa-d]\\E]"): parse "[z\\Qa-d]\\E]": syntax error at col 11: unexpected token near "]"
testinput1:6064  # PARSE_ERROR: Parse("[z\\Qa-d]\\E]"): parse "[z\\Qa-d]\\E]": syntax error at col 11: unexpected token near "]"
testinput1:6066  # PARSE_ERROR: Parse("[z\\Qa-d]\\E]"): parse "[z\\Qa-d]\\E]": syntax error at col 11: unexpected token near "]"
testinput1:6069  # PARSE_ERROR: Parse("[z\\Qa-d]\\E]"): parse "[z\\Qa-d]\\E]": syntax error at col 11: unexpected token near "]"
testinput1:6074  # TIMEOUT: engine did not return within 500ms
testinput1:6078  # PARSE_ERROR: Parse("(?i)reg(?:ul(?:[a\xe4]|ae)r|ex)"): parse "(?i)reg(?:ul(?:[a\xe4]|ae)r|ex)": syntax error at col 2: unexpected token near "?"
testinput1:6080  # PARSE_ERROR: Parse("(?i)reg(?:ul(?:[a\xe4]|ae)r|ex)"): parse "(?i)reg(?:ul(?:[a\xe4]|ae)r|ex)": syntax error at col 2: unexpected token near "?"
testinput1:6082  # PARSE_ERROR: Parse("(?i)reg(?:ul(?:[a\xe4]|ae)r|ex)"): parse "(?i)reg(?:ul(?:[a\xe4]|ae)r|ex)": syntax error at col 2: unexpected token near "?"
testinput1:6084  # PARSE_ERROR: Parse("(?i)reg(?:ul(?:[a\xe4]|ae)r|ex)"): parse "(?i)reg(?:ul(?:[a\xe4]|ae)r|ex)": syntax error at col 2: unexpected token near "?"
testinput1:6090  # PARSE_ERROR: Parse("\xc5\xe6\xe5\xe4[\xe0-\xff\xc0-\xdf]+"): parse "\xc5\xe6\xe5\xe4[\xe0-\xff\xc0-\xdf]+": syntax error at col 1: unexpected token near "\xc5\xe6\xe5\xe4"
testinput1:6092  # PARSE_ERROR: Parse("\xc5\xe6\xe5\xe4[\xe0-\xff\xc0-\xdf]+"): parse "\xc5\xe6\xe5\xe4[\xe0-\xff\xc0-\xdf]+": syntax error at col 1: unexpected token near "\xc5\xe6\xe5\xe4"
testinput1:6094  # PARSE_ERROR: Parse("\xc5\xe6\xe5\xe4[\xe0-\xff\xc0-\xdf]+"): parse "\xc5\xe6\xe5\xe4[\xe0-\xff\xc0-\xdf]+": syntax error at col 1: unexpected token near "\xc5\xe6\xe5\xe4"
testinput1:6096  # PARSE_ERROR: Parse("\xc5\xe6\xe5\xe4[\xe0-\xff\xc0-\xdf]+"): parse "\xc5\xe6\xe5\xe4[\xe0-\xff\xc0-\xdf]+": syntax error at col 1: unexpected token near "\xc5\xe6\xe5\xe4"
testinput1:6102  # PARSE_ERROR: Parse("(?<=Z)X."): parse "(?<=Z)X.": syntax error at col 2: unexpected token near "?"
testinput1:6106  # PARSE_ERROR: Parse("ab cd (?x) de fg"): parse "ab cd (?x) de fg": syntax error at col 8: unexpected token near "?"
testinput1:6110  # PARSE_ERROR: Parse("ab cd(?x) de fg"): parse "ab cd(?x) de fg": syntax error at col 7: unexpected token near "?"
testinput1:6113  # PARSE_ERROR: Parse("ab cd(?x) de fg"): parse "ab cd(?x) de fg": syntax error at col 7: unexpected token near "?"
testinput1:6117  # PARSE_ERROR: Parse("(?<![^f]oo)(bar)"): parse "(?<![^f]oo)(bar)": syntax error at col 2: unexpected token near "?"
testinput1:6121  # PARSE_ERROR: Parse("(?<![^f]oo)(bar)"): parse "(?<![^f]oo)(bar)": syntax error at col 2: unexpected token near "?"
testinput1:6125  # PARSE_ERROR: Parse("(?<![^f])X"): parse "(?<![^f])X": syntax error at col 2: unexpected token near "?"
testinput1:6128  # PARSE_ERROR: Parse("(?<![^f])X"): parse "(?<![^f])X": syntax error at col 2: unexpected token near "?"
testinput1:6132  # PARSE_ERROR: Parse("(?<=[^f])X"): parse "(?<=[^f])X": syntax error at col 2: unexpected token near "?"
testinput1:6135  # PARSE_ERROR: Parse("(?<=[^f])X"): parse "(?<=[^f])X": syntax error at col 2: unexpected token near "?"
testinput1:6151  # PARSE_ERROR: Parse("(?:(?(1)a|b)(X))+"): parse "(?:(?(1)a|b)(X))+": syntax error at col 2: unexpected token near "?"
testinput1:6156  # PARSE_ERROR: Parse("(?:(?(1)\\1a|b)(X|Y))+"): parse "(?:(?(1)\\1a|b)(X|Y))+": syntax error at col 2: unexpected token near "?"
